A,B,0,0,0,0,0,0,0
6,137,0,0,0,0,0,0,0
7,144,0,0,0,0,0,0,0
8,147,0,0,0,0,0,0,0
9,153,0,0,0,0,0,0,0
10,160,0,0,0,0,0,0,0
11,164,0,0,0,0,0,0,0
12,168,0,0,0,0,0,0,0
13,169,0,0,0,0,0,0,0
14,173,0,0,0,0,0,0,0
15,176,0,0,0,0,0,0,0
16,177,0,0,0,0,0,0,0
17,178,0,0,0,0,0,0,0
18,181,0,0,0,0,0,0,0
19,187,0,0,0,0,0,0,0
20,196,0,0,0,0,0,0,0
21,202,0,0,0,0,0,0,0
22,206,0,0,0,0,0,0,0
23,211,0,0,0,0,0,0,0
24,215,0,0,0,0,0,0,0
25,215,0,0,0,0,0,0,0
26,216,0,0,0,0,0,0,0
27,217,0,0,0,0,0,0,0
28,213,0,0,0,0,0,0,0
29,212,0,0,0,0,0,0,0
30,212,0,0,0,0,0,0,0
31,213,0,0,0,0,0,0,0
32,213,0,0,0,0,0,0,0
33,214,0,0,0,0,0,0,0
34,208,0,0,0,0,0,0,0
35,206,0,0,0,0,0,0,0
36,202,0,0,0,0,0,0,0
37,200,0,0,0,0,0,0,0
38,197,0,0,0,0,0,0,0
39,194,0,0,0,0,0,0,0
40,191,0,0,0,0,0,0,0
41,186,0,0,0,0,0,0,0
42,183,0,0,0,0,0,0,0
43,183,0,0,0,0,0,0,0
44,180,0,0,0,0,0,0,0
45,179,0,0,0,0,0,0,0
46,177,0,0,0,0,0,0,0
47,177,0,0,0,0,0,0,0
48,174,0,0,0,0,0,0,0
49,170,0,0,0,0,0,0,0
50,164,0,0,0,0,0,0,0
51,161,0,0,0,0,0,0,0
52,158,0,0,0,0,0,0,0
53,151,0,0,0,0,0,0,0
54,149,0,0,0,0,0,0,0
55,142,0,0,0,0,0,0,0
56,140,0,0,0,0,0,0,0
57,138,0,0,0,0,0,0,0
58,135,0,0,0,0,0,0,0
59,133,0,0,0,0,0,0,0
60,123,0,0,0,0,0,0,0
61,123,0,0,0,0,0,0,0
62,125,0,0,0,0,0,0,0
63,123,0,0,0,0,0,0,0
64,123,0,0,0,0,0,0,0
65,122,0,0,0,0,0,0,0
66,121,0,0,0,0,0,0,0
67,121,0,0,0,0,0,0,0
68,119,0,0,0,0,0,0,0
69,119,0,0,0,0,0,0,0
70,117,0,0,0,0,0,0,0
71,116,0,0,0,0,0,0,0
72,116,0,0,0,0,0,0,0
73,115,0,0,0,0,0,0,0
74,112,0,0,0,0,0,0,0
75,109,0,0,0,0,0,0,0
76,110,0,0,0,0,0,0,0
77,111,0,0,0,0,0,0,0
78,110,0,0,0,0,0,0,0
79,109,0,0,0,0,0,0,0
80,108,0,0,0,0,0,0,0
81,108,0,0,0,0,0,0,0
82,107,0,0,0,0,0,0,0
83,104,0,0,0,0,0,0,0
84,103,0,0,0,0,0,0,0
85,102,0,0,0,0,0,0,0
86,100,0,0,0,0,0,0,0
87,97,0,0,0,0,0,0,0
88,96,0,0,0,0,0,0,0
89,96,0,0,0,0,0,0,0
90,96,0,0,0,0,0,0,0
91,95,0,0,0,0,0,0,0
92,94,0,0,0,0,0,0,0
93,94,0,0,0,0,0,0,0
94,93,0,0,0,0,0,0,0
95,93,0,0,0,0,0,0,0
96,91,0,0,0,0,0,0,0
97,91,0,0,0,0,0,0,0
98,88,0,0,0,0,0,0,0
99,87,0,0,0,0,0,0,0
100,88,0,0,0,0,0,0,0
101,84,0,0,0,0,0,0,0
102,83,0,0,0,0,0,0,0
103,82,0,0,0,0,0,0,0
104,82,0,0,0,0,0,0,0
105,80,0,0,0,0,0,0,0
106,78,0,0,0,0,0,0,0
107,78,0,0,0,0,0,0,0
108,78,0,0,0,0,0,0,0
109,77,0,0,0,0,0,0,0
110,77,0,0,0,0,0,0,0
111,78,0,0,0,0,0,0,0
112,78,0,0,0,0,0,0,0
113,77,0,0,0,0,0,0,0
114,77,0,0,0,0,0,0,0
115,75,0,0,0,0,0,0,0
116,76,0,0,0,0,0,0,0
117,76,0,0,0,0,0,0,0
118,75,0,0,0,0,0,0,0
119,73,0,0,0,0,0,0,0
120,71,0,0,0,0,0,0,0
121,69,0,0,0,0,0,0,0
122,69,0,0,0,0,0,0,0
123,67,0,0,0,0,0,0,0
124,65,0,0,0,0,0,0,0
125,65,0,0,0,0,0,0,0
126,65,0,0,0,0,0,0,0
127,68,0,0,0,0,0,0,0
128,64,0,0,0,0,0,0,0
129,64,0,0,0,0,0,0,0
130,66,0,0,0,0,0,0,0
131,66,0,0,0,0,0,0,0
132,66,0,0,0,0,0,0,0
133,68,0,0,0,0,0,0,0
134,68,0,0,0,0,0,0,0
135,70,0,0,0,0,0,0,0
136,69,0,0,0,0,0,0,0
137,68,0,0,0,0,0,0,0
138,67,0,0,0,0,0,0,0
139,67,0,0,0,0,0,0,0
140,67,0,0,0,0,0,0,0
141,66,0,0,0,0,0,0,0
142,67,0,0,0,0,0,0,0
143,67,0,0,0,0,0,0,0
144,68,0,0,0,0,0,0,0
145,67,0,0,0,0,0,0,0
146,66,0,0,0,0,0,0,0
147,60,0,0,0,0,0,0,0
148,61,0,0,0,0,0,0,0
149,62,0,0,0,0,0,0,0
150,62,0,0,0,0,0,0,0
151,62,0,0,0,0,0,0,0
152,61,0,0,0,0,0,0,0
153,62,0,0,0,0,0,0,0
154,62,0,0,0,0,0,0,0
155,63,0,0,0,0,0,0,0
156,64,0,0,0,0,0,0,0
157,66,0,0,0,0,0,0,0
158,68,0,0,0,0,0,0,0
159,68,0,0,0,0,0,0,0
160,69,0,0,0,0,0,0,0
161,70,0,0,0,0,0,0,0
162,73,0,0,0,0,0,0,0
163,74,0,0,0,0,0,0,0
164,74,0,0,0,0,0,0,0
165,75,0,0,0,0,0,0,0
166,76,0,0,0,0,0,0,0
167,77,0,0,0,0,0,0,0
168,77,0,0,0,0,0,0,0
169,78,0,0,0,0,0,0,0
170,79,0,0,0,0,0,0,0
171,80,0,0,0,0,0,0,0
172,80,0,0,0,0,0,0,0
173,80,0,0,0,0,0,0,0
174,80,0,0,0,0,0,0,0
175,83,0,0,0,0,0,0,0
176,81,0,0,0,0,0,0,0
177,81,0,0,0,0,0,0,0
178,82,0,0,0,0,0,0,0
179,84,0,0,0,0,0,0,0
180,84,0,0,0,0,0,0,0
180,86,0,0,0,0,0,0,0
179,85,0,0,0,0,0,0,0
178,81,0,0,0,0,0,0,0
177,82,0,0,0,0,0,0,0
176,82,0,0,0,0,0,0,0
175,81,0,0,0,0,0,0,0
174,81,0,0,0,0,0,0,0
173,81,0,0,0,0,0,0,0
172,81,0,0,0,0,0,0,0
171,79,0,0,0,0,0,0,0
170,78,0,0,0,0,0,0,0
169,77,0,0,0,0,0,0,0
168,77,0,0,0,0,0,0,0
167,77,0,0,0,0,0,0,0
166,75,0,0,0,0,0,0,0
165,74,0,0,0,0,0,0,0
164,73,0,0,0,0,0,0,0
163,72,0,0,0,0,0,0,0
162,72,0,0,0,0,0,0,0
161,70,0,0,0,0,0,0,0
160,69,0,0,0,0,0,0,0
159,68,0,0,0,0,0,0,0
158,67,0,0,0,0,0,0,0
157,64,0,0,0,0,0,0,0
156,64,0,0,0,0,0,0,0
155,63,0,0,0,0,0,0,0
154,62,0,0,0,0,0,0,0
153,61,0,0,0,0,0,0,0
152,61,0,0,0,0,0,0,0
151,62,0,0,0,0,0,0,0
150,61,0,0,0,0,0,0,0
149,62,0,0,0,0,0,0,0
148,64,0,0,0,0,0,0,0
147,63,0,0,0,0,0,0,0
146,63,0,0,0,0,0,0,0
145,63,0,0,0,0,0,0,0
144,62,0,0,0,0,0,0,0
143,62,0,0,0,0,0,0,0
142,62,0,0,0,0,0,0,0
141,61,0,0,0,0,0,0,0
140,62,0,0,0,0,0,0,0
139,62,0,0,0,0,0,0,0
138,63,0,0,0,0,0,0,0
137,63,0,0,0,0,0,0,0
136,62,0,0,0,0,0,0,0
135,62,0,0,0,0,0,0,0
134,61,0,0,0,0,0,0,0
133,60,0,0,0,0,0,0,0
132,60,0,0,0,0,0,0,0
131,60,0,0,0,0,0,0,0
130,59,0,0,0,0,0,0,0
129,60,0,0,0,0,0,0,0
128,59,0,0,0,0,0,0,0
127,59,0,0,0,0,0,0,0
126,60,0,0,0,0,0,0,0
125,67,0,0,0,0,0,0,0
124,59,0,0,0,0,0,0,0
123,62,0,0,0,0,0,0,0
122,63,0,0,0,0,0,0,0
121,65,0,0,0,0,0,0,0
120,66,0,0,0,0,0,0,0
119,67,0,0,0,0,0,0,0
118,69,0,0,0,0,0,0,0
117,68,0,0,0,0,0,0,0
116,69,0,0,0,0,0,0,0
115,69,0,0,0,0,0,0,0
114,70,0,0,0,0,0,0,0
113,70,0,0,0,0,0,0,0
112,68,0,0,0,0,0,0,0
111,69,0,0,0,0,0,0,0
110,70,0,0,0,0,0,0,0
109,70,0,0,0,0,0,0,0
108,70,0,0,0,0,0,0,0
107,71,0,0,0,0,0,0,0
106,72,0,0,0,0,0,0,0
105,71,0,0,0,0,0,0,0
104,72,0,0,0,0,0,0,0
103,74,0,0,0,0,0,0,0
102,77,0,0,0,0,0,0,0
101,75,0,0,0,0,0,0,0
100,78,0,0,0,0,0,0,0
99,79,0,0,0,0,0,0,0
98,79,0,0,0,0,0,0,0
97,80,0,0,0,0,0,0,0
96,80,0,0,0,0,0,0,0
95,81,0,0,0,0,0,0,0
94,83,0,0,0,0,0,0,0
93,83,0,0,0,0,0,0,0
92,83,0,0,0,0,0,0,0
91,84,0,0,0,0,0,0,0
90,85,0,0,0,0,0,0,0
89,86,0,0,0,0,0,0,0
88,85,0,0,0,0,0,0,0
87,86,0,0,0,0,0,0,0
86,87,0,0,0,0,0,0,0
85,89,0,0,0,0,0,0,0
84,91,0,0,0,0,0,0,0
83,92,0,0,0,0,0,0,0
82,95,0,0,0,0,0,0,0
81,94,0,0,0,0,0,0,0
80,96,0,0,0,0,0,0,0
79,96,0,0,0,0,0,0,0
78,98,0,0,0,0,0,0,0
77,98,0,0,0,0,0,0,0
76,98,0,0,0,0,0,0,0
75,98,0,0,0,0,0,0,0
74,98,0,0,0,0,0,0,0
73,103,0,0,0,0,0,0,0
72,102,0,0,0,0,0,0,0
71,103,0,0,0,0,0,0,0
70,104,0,0,0,0,0,0,0
69,105,0,0,0,0,0,0,0
68,106,0,0,0,0,0,0,0
67,107,0,0,0,0,0,0,0
66,107,0,0,0,0,0,0,0
65,108,0,0,0,0,0,0,0
64,109,0,0,0,0,0,0,0
63,109,0,0,0,0,0,0,0
62,110,0,0,0,0,0,0,0
61,111,0,0,0,0,0,0,0
60,112,0,0,0,0,0,0,0
59,115,0,0,0,0,0,0,0
58,119,0,0,0,0,0,0,0
57,123,0,0,0,0,0,0,0
56,125,0,0,0,0,0,0,0
55,128,0,0,0,0,0,0,0
54,131,0,0,0,0,0,0,0
53,134,0,0,0,0,0,0,0
52,141,0,0,0,0,0,0,0
51,147,0,0,0,0,0,0,0
50,147,0,0,0,0,0,0,0
49,152,0,0,0,0,0,0,0
48,157,0,0,0,0,0,0,0
47,159,0,0,0,0,0,0,0
46,162,0,0,0,0,0,0,0
45,162,0,0,0,0,0,0,0
44,164,0,0,0,0,0,0,0
43,166,0,0,0,0,0,0,0
42,169,0,0,0,0,0,0,0
41,174,0,0,0,0,0,0,0
40,177,0,0,0,0,0,0,0
39,180,0,0,0,0,0,0,0
38,185,0,0,0,0,0,0,0
37,186,0,0,0,0,0,0,0
36,187,0,0,0,0,0,0,0
35,192,0,0,0,0,0,0,0
34,195,0,0,0,0,0,0,0
33,196,0,0,0,0,0,0,0
32,194,0,0,0,0,0,0,0
31,194,0,0,0,0,0,0,0
30,194,0,0,0,0,0,0,0
29,193,0,0,0,0,0,0,0
28,194,0,0,0,0,0,0,0
27,199,0,0,0,0,0,0,0
26,197,0,0,0,0,0,0,0
25,196,0,0,0,0,0,0,0
24,194,0,0,0,0,0,0,0
23,192,0,0,0,0,0,0,0
22,188,0,0,0,0,0,0,0
21,181,0,0,0,0,0,0,0
20,175,0,0,0,0,0,0,0
19,170,0,0,0,0,0,0,0
18,166,0,0,0,0,0,0,0
17,162,0,0,0,0,0,0,0
16,161,0,0,0,0,0,0,0
15,159,0,0,0,0,0,0,0
14,158,0,0,0,0,0,0,0
13,155,0,0,0,0,0,0,0
12,151,0,0,0,0,0,0,0
11,147,0,0,0,0,0,0,0
10,142,0,0,0,0,0,0,0
9,136,0,0,0,0,0,0,0
8,130,0,0,0,0,0,0,0
7,125,0,0,0,0,0,0,0
6,123,0,0,0,0,0,0,0
5,120,0,0,0,0,0,0,0
4,118,0,0,0,0,0,0,0
3,116,0,0,0,0,0,0,0
2,115,0,0,0,0,0,0,0
1,112,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0
1,109,0,0,0,0,0,0,0
2,112,0,0,0,0,0,0,0
3,118,0,0,0,0,0,0,0
4,119,0,0,0,0,0,0,0
5,121,0,0,0,0,0,0,0
6,123,0,0,0,0,0,0,0
7,128,0,0,0,0,0,0,0
8,133,0,0,0,0,0,0,0
9,136,0,0,0,0,0,0,0
10,143,0,0,0,0,0,0,0
11,146,0,0,0,0,0,0,0
12,154,0,0,0,0,0,0,0
13,156,0,0,0,0,0,0,0
14,160,0,0,0,0,0,0,0
15,160,0,0,0,0,0,0,0
16,162,0,0,0,0,0,0,0
17,163,0,0,0,0,0,0,0
18,164,0,0,0,0,0,0,0
19,170,0,0,0,0,0,0,0
20,176,0,0,0,0,0,0,0
21,182,0,0,0,0,0,0,0
22,188,0,0,0,0,0,0,0
23,192,0,0,0,0,0,0,0
24,195,0,0,0,0,0,0,0
25,196,0,0,0,0,0,0,0
26,198,0,0,0,0,0,0,0
27,198,0,0,0,0,0,0,0
28,194,0,0,0,0,0,0,0
29,192,0,0,0,0,0,0,0
30,193,0,0,0,0,0,0,0
31,194,0,0,0,0,0,0,0
32,196,0,0,0,0,0,0,0
33,195,0,0,0,0,0,0,0
34,192,0,0,0,0,0,0,0
35,188,0,0,0,0,0,0,0
36,186,0,0,0,0,0,0,0
37,181,0,0,0,0,0,0,0
38,180,0,0,0,0,0,0,0
39,177,0,0,0,0,0,0,0
40,175,0,0,0,0,0,0,0
41,170,0,0,0,0,0,0,0
42,166,0,0,0,0,0,0,0
43,163,0,0,0,0,0,0,0
44,162,0,0,0,0,0,0,0
45,158,0,0,0,0,0,0,0
46,158,0,0,0,0,0,0,0
47,157,0,0,0,0,0,0,0
48,157,0,0,0,0,0,0,0
49,149,0,0,0,0,0,0,0
50,146,0,0,0,0,0,0,0
51,142,0,0,0,0,0,0,0
52,140,0,0,0,0,0,0,0
53,133,0,0,0,0,0,0,0
54,130,0,0,0,0,0,0,0
55,126,0,0,0,0,0,0,0
56,122,0,0,0,0,0,0,0
57,121,0,0,0,0,0,0,0
58,120,0,0,0,0,0,0,0
59,117,0,0,0,0,0,0,0
60,109,0,0,0,0,0,0,0
61,109,0,0,0,0,0,0,0
62,108,0,0,0,0,0,0,0
63,109,0,0,0,0,0,0,0
64,107,0,0,0,0,0,0,0
65,107,0,0,0,0,0,0,0
66,106,0,0,0,0,0,0,0
67,105,0,0,0,0,0,0,0
68,104,0,0,0,0,0,0,0
69,104,0,0,0,0,0,0,0
70,102,0,0,0,0,0,0,0
71,101,0,0,0,0,0,0,0
72,100,0,0,0,0,0,0,0
73,99,0,0,0,0,0,0,0
74,96,0,0,0,0,0,0,0
75,96,0,0,0,0,0,0,0
76,95,0,0,0,0,0,0,0
77,94,0,0,0,0,0,0,0
78,95,0,0,0,0,0,0,0
79,94,0,0,0,0,0,0,0
80,95,0,0,0,0,0,0,0
81,96,0,0,0,0,0,0,0
82,92,0,0,0,0,0,0,0
83,89,0,0,0,0,0,0,0
84,89,0,0,0,0,0,0,0
85,88,0,0,0,0,0,0,0
86,87,0,0,0,0,0,0,0
87,84,0,0,0,0,0,0,0
88,83,0,0,0,0,0,0,0
89,82,0,0,0,0,0,0,0
90,81,0,0,0,0,0,0,0
91,82,0,0,0,0,0,0,0
92,81,0,0,0,0,0,0,0
93,80,0,0,0,0,0,0,0
94,80,0,0,0,0,0,0,0
95,80,0,0,0,0,0,0,0
96,78,0,0,0,0,0,0,0
97,78,0,0,0,0,0,0,0
98,76,0,0,0,0,0,0,0
99,76,0,0,0,0,0,0,0
100,75,0,0,0,0,0,0,0
101,71,0,0,0,0,0,0,0
102,73,0,0,0,0,0,0,0
103,72,0,0,0,0,0,0,0
104,71,0,0,0,0,0,0,0
105,69,0,0,0,0,0,0,0
106,68,0,0,0,0,0,0,0
107,68,0,0,0,0,0,0,0
108,68,0,0,0,0,0,0,0
109,61,0,0,0,0,0,0,0
110,67,0,0,0,0,0,0,0
111,67,0,0,0,0,0,0,0
112,67,0,0,0,0,0,0,0
113,67,0,0,0,0,0,0,0
114,68,0,0,0,0,0,0,0
115,66,0,0,0,0,0,0,0
116,67,0,0,0,0,0,0,0
117,66,0,0,0,0,0,0,0
118,67,0,0,0,0,0,0,0
119,65,0,0,0,0,0,0,0
120,63,0,0,0,0,0,0,0
121,62,0,0,0,0,0,0,0
122,62,0,0,0,0,0,0,0
123,61,0,0,0,0,0,0,0
124,60,0,0,0,0,0,0,0
125,58,0,0,0,0,0,0,0
126,58,0,0,0,0,0,0,0
127,58,0,0,0,0,0,0,0
128,58,0,0,0,0,0,0,0
129,58,0,0,0,0,0,0,0
130,59,0,0,0,0,0,0,0
131,59,0,0,0,0,0,0,0
132,58,0,0,0,0,0,0,0
133,59,0,0,0,0,0,0,0
134,60,0,0,0,0,0,0,0
135,61,0,0,0,0,0,0,0
136,61,0,0,0,0,0,0,0
137,62,0,0,0,0,0,0,0
138,60,0,0,0,0,0,0,0
139,61,0,0,0,0,0,0,0
140,60,0,0,0,0,0,0,0
141,64,0,0,0,0,0,0,0
142,62,0,0,0,0,0,0,0
143,61,0,0,0,0,0,0,0
144,59,0,0,0,0,0,0,0
145,62,0,0,0,0,0,0,0
146,62,0,0,0,0,0,0,0
147,62,0,0,0,0,0,0,0
148,61,0,0,0,0,0,0,0
149,61,0,0,0,0,0,0,0
150,61,0,0,0,0,0,0,0
151,61,0,0,0,0,0,0,0
152,59,0,0,0,0,0,0,0
153,60,0,0,0,0,0,0,0
154,61,0,0,0,0,0,0,0
155,62,0,0,0,0,0,0,0
156,63,0,0,0,0,0,0,0
157,65,0,0,0,0,0,0,0
158,65,0,0,0,0,0,0,0
159,66,0,0,0,0,0,0,0
160,68,0,0,0,0,0,0,0
161,69,0,0,0,0,0,0,0
162,71,0,0,0,0,0,0,0
163,72,0,0,0,0,0,0,0
164,72,0,0,0,0,0,0,0
165,73,0,0,0,0,0,0,0
166,74,0,0,0,0,0,0,0
167,75,0,0,0,0,0,0,0
168,75,0,0,0,0,0,0,0
169,76,0,0,0,0,0,0,0
170,77,0,0,0,0,0,0,0
171,78,0,0,0,0,0,0,0
172,78,0,0,0,0,0,0,0
173,79,0,0,0,0,0,0,0
174,78,0,0,0,0,0,0,0
175,79,0,0,0,0,0,0,0
176,79,0,0,0,0,0,0,0
177,79,0,0,0,0,0,0,0
178,80,0,0,0,0,0,0,0
179,82,0,0,0,0,0,0,0
180,84,0,0,0,0,0,0,0
180,84,0,0,0,0,0,0,0
179,84,0,0,0,0,0,0,0
178,80,0,0,0,0,0,0,0
177,79,0,0,0,0,0,0,0
176,79,0,0,0,0,0,0,0
175,78,0,0,0,0,0,0,0
174,79,0,0,0,0,0,0,0
173,79,0,0,0,0,0,0,0
172,77,0,0,0,0,0,0,0
171,77,0,0,0,0,0,0,0
170,79,0,0,0,0,0,0,0
169,75,0,0,0,0,0,0,0
168,75,0,0,0,0,0,0,0
167,75,0,0,0,0,0,0,0
166,73,0,0,0,0,0,0,0
165,71,0,0,0,0,0,0,0
164,71,0,0,0,0,0,0,0
163,70,0,0,0,0,0,0,0
162,70,0,0,0,0,0,0,0
161,69,0,0,0,0,0,0,0
160,67,0,0,0,0,0,0,0
159,66,0,0,0,0,0,0,0
158,64,0,0,0,0,0,0,0
157,63,0,0,0,0,0,0,0
156,62,0,0,0,0,0,0,0
155,62,0,0,0,0,0,0,0
154,60,0,0,0,0,0,0,0
153,60,0,0,0,0,0,0,0
152,60,0,0,0,0,0,0,0
151,60,0,0,0,0,0,0,0
